"Date Printed: Sunday, April 16, 2023 10:46:30 PM"
Title: "AIDS classifications | AIDS deaths | AIDS prevalence | HIV deaths | HIV diagnoses | HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



指标 ,年 ,地理 ,案例 ,每 100000 人的比率 
"HIV deaths","2017","Colorado","08","132","2.8"
"HIV deaths","2018","Colorado","08","143","3.0"
"HIV deaths","2019","Colorado","08","130","2.7"
"HIV deaths","2020 (COVID-19 Pandemic)","Colorado","08","166","3.4"
"HIV diagnoses","2008","Colorado","08","445","11.0"
"HIV diagnoses","2009","Colorado","08","371","9.0"
"HIV diagnoses","2010","Colorado","08","423","10.2"
"HIV diagnoses","2011","Colorado","08","361","8.6"
"HIV diagnoses","2012","Colorado","08","369","8.6"
"HIV diagnoses","2013","Colorado","08","307","7.0"
"HIV diagnoses","2014","Colorado","08","378","8.5"
"HIV diagnoses","2015","Colorado","08","376","8.3"
"HIV diagnoses","2016","Colorado","08","421","9.1"
"HIV diagnoses","2017","Colorado","08","434","9.2"
"HIV diagnoses","2018","Colorado","08","403","8.4"
"HIV diagnoses","2019","Colorado","08","465","9.6"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","324","6.6"
"HIV prevalence","2008","Colorado","08","9,789","241.7"
"HIV prevalence","2009","Colorado","08","10,016","243.0"
"HIV prevalence","2010","Colorado","08","9,580","230.8"
"HIV prevalence","2011","Colorado","08","9,877","234.0"
"HIV prevalence","2012","Colorado","08","10,154","236.7"
"HIV prevalence","2013","Colorado","08","10,359","237.2"
"HIV prevalence","2014","Colorado","08","10,677","240.0"
"HIV prevalence","2015","Colorado","08","11,072","243.6"
"HIV prevalence","2016","Colorado","08","11,857","255.9"
"HIV prevalence","2017","Colorado","08","12,161","258.1"
"HIV prevalence","2018","Colorado","08","12,625","263.3"
"HIV prevalence","2019","Colorado","08","12,995","267.1"
"HIV prevalence","2020 (COVID-19 Pandemic)","Colorado","08","13,249","269.1"
"AIDS classifications","2008","Connecticut","09","265","9.0"
"AIDS classifications","2009","Connecticut","09","246","8.3"
"AIDS classifications","2010","Connecticut","09","294","9.8"
"AIDS classifications","2011","Connecticut","09","263","8.7"
"AIDS classifications","2012","Connecticut","09","243","8.0"
"AIDS classifications","2013","Connecticut","09","223","7.3"
"AIDS classifications","2014","Connecticut","09","173","5.6"
"AIDS classifications","2015","Connecticut","09","135","4.4"
"AIDS classifications","2016","Connecticut","09","138","4.5"
"AIDS classifications","2017","Connecticut","09","128","4.2"
"AIDS classifications","2018","Connecticut","09","141","4.6"
"AIDS classifications","2019","Connecticut","09","128","4.2"
"AIDS classifications","2020 (COVID-19 Pandemic)","Connecticut","09","98","3.2"
"AIDS deaths","2008","Connecticut","09","229","7.8"
"AIDS deaths","2009","Connecticut","09","208","7.0"
"AIDS deaths","2010","Connecticut","09","183","6.1"
"AIDS deaths","2011","Connecticut","09","177","5.8"
"AIDS deaths","2012","Connecticut","09","169","5.6"
"AIDS deaths","2013","Connecticut","09","156","5.1"
"AIDS deaths","2014","Connecticut","09","161","5.3"
"AIDS deaths","2015","Connecticut","09","158","5.2"
"AIDS deaths","2016","Connecticut","09","162","5.3"
"AIDS deaths","2017","Connecticut","09","160","5.2"
"AIDS deaths","2018","Connecticut","09","147","4.8"
"AIDS deaths","2019","Connecticut","09","169","5.5"
"AIDS deaths","2020 (COVID-19 Pandemic)","Connecticut","09","164","5.4"
"AIDS prevalence","2008","Connecticut","09","6,414","218.7"
"AIDS prevalence","2009","Connecticut","09","6,439","218.1"
"AIDS prevalence","2010","Connecticut","09","6,567","217.9"
"AIDS prevalence","2011","Connecticut","09","6,511","214.9"
"AIDS prevalence","2012","Connecticut","09","6,493","213.3"
"AIDS prevalence","2013","Connecticut","09","6,596","215.9"
"AIDS prevalence","2014","Connecticut","09","6,388","208.6"
"AIDS prevalence","2015","Connecticut","09","6,388","208.6"
"AIDS prevalence","2016","Connecticut","09","6,323","206.6"
"AIDS prevalence","2017","Connecticut","09","6,349","207.4"
"AIDS prevalence","2018","Connecticut","09","6,352","207.2"
"AIDS prevalence","2019","Connecticut","09","6,343","207.1"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Connecticut","09","6,283","205.3"
"HIV deaths","2008","Connecticut","09","259","8.8"
"HIV deaths","2009","Connecticut","09","234","7.9"
"HIV deaths","2010","Connecticut","09","210","7.0"
"HIV deaths","2011","Connecticut","09","210","6.9"
"HIV deaths","2012","Connecticut","09","191","6.3"
"HIV deaths","2013","Connecticut","09","174","5.7"
"HIV deaths","2014","Connecticut","09","184","6.0"
"HIV deaths","2015","Connecticut","09","183","6.0"
"HIV deaths","2016","Connecticut","09","199","6.5"
"HIV deaths","2017","Connecticut","09","199","6.5"
"HIV deaths","2018","Connecticut","09","182","5.9"
"HIV deaths","2019","Connecticut","09","204","6.7"
"HIV deaths","2020 (COVID-19 Pandemic)","Connecticut","09","212","6.9"
"HIV diagnoses","2008","Connecticut","09","346","11.8"
"HIV diagnoses","2009","Connecticut","09","341","11.6"
"HIV diagnoses","2010","Connecticut","09","386","12.8"
"HIV diagnoses","2011","Connecticut","09","347","11.5"
"HIV diagnoses","2012","Connecticut","09","287","9.4"
"HIV diagnoses","2013","Connecticut","09","325","10.6"
"HIV diagnoses","2014","Connecticut","09","295","9.6"
"HIV diagnoses","2015","Connecticut","09","275","9.0"
"HIV diagnoses","2016","Connecticut","09","256","8.4"
"HIV diagnoses","2017","Connecticut","09","274","8.9"
"HIV diagnoses","2018","Connecticut","09","259","8.4"
"HIV diagnoses","2019","Connecticut","09","212","6.9"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","171","5.6"
"HIV prevalence","2008","Connecticut","09","9,174","312.8"
"HIV prevalence","2009","Connecticut","09","9,285","314.5"
"HIV prevalence","2010","Connecticut","09","9,988","331.4"
"HIV prevalence","2011","Connecticut","09","9,941","328.1"
"HIV prevalence","2012","Connecticut","09","9,951","326.8"
"HIV prevalence","2013","Connecticut","09","10,205","334.1"
"HIV prevalence","2014","Connecticut","09","9,973","325.6"
"HIV prevalence","2015","Connecticut","09","10,116","330.3"
"HIV prevalence","2016","Connecticut","09","10,106","330.1"
"HIV prevalence","2017","Connecticut","09","10,311","336.8"
"HIV prevalence","2018","Connecticut","09","10,453","340.9"
"HIV prevalence","2019","Connecticut","09","10,572","345.1"
"HIV prevalence","2020 (COVID-19 Pandemic)","Connecticut","09","10,569","345.4"
"AIDS classifications","2008","Delaware","10","115","15.8"
"AIDS classifications","2009","Delaware","10","113","15.4"
"AIDS classifications","2010","Delaware","10","93","12.4"
"AIDS classifications","2011","Delaware","10","77","10.1"
"AIDS classifications","2012","Delaware","10","93","12.1"
"AIDS classifications","2013","Delaware","10","95","12.2"
"AIDS classifications","2014","Delaware","10","75","9.5"
"AIDS classifications","2015","Delaware","10","62","7.8"
"AIDS classifications","2016","Delaware","10","70","8.7"
"AIDS classifications","2017","Delaware","10","58","7.1"
"AIDS classifications","2018","Delaware","10","54","6.6"
"AIDS classifications","2019","Delaware","10","52","6.3"
"AIDS classifications","2020 (COVID-19 Pandemic)","Delaware","10","55","6.5"
"AIDS deaths","2008","Delaware","10","73","10.0"
"AIDS deaths","2009","Delaware","10","68","9.2"
"AIDS deaths","2010","Delaware","10","62","8.2"
"AIDS deaths","2011","Delaware","10","57","7.5"
"AIDS deaths","2012","Delaware","10","70","9.1"
"AIDS deaths","2013","Delaware","10","62","8.0"
"AIDS deaths","2014","Delaware","10","70","8.9"
"AIDS deaths","2015","Delaware","10","57","7.2"
"AIDS deaths","2016","Delaware","10","47","5.8"
"AIDS deaths","2017","Delaware","10","58","7.1"
"AIDS deaths","2018","Delaware","10","54","6.6"
"AIDS deaths","2019","Delaware","10","64","7.7"
"AIDS deaths","2020 (COVID-19 Pandemic)","Delaware","10","46","5.5"
"AIDS prevalence","2008","Delaware","10","1,712","235.1"
"AIDS prevalence","2009","Delaware","10","1,756","238.6"
"AIDS prevalence","2010","Delaware","10","1,842","244.6"
"AIDS prevalence","2011","Delaware","10","1,890","248.4"
"AIDS prevalence","2012","Delaware","10","1,901","247.3"
"AIDS prevalence","2013","Delaware","10","1,920","246.8"
"AIDS prevalence","2014","Delaware","10","1,890","240.1"
"AIDS prevalence","2015","Delaware","10","1,912","240.2"
"AIDS prevalence","2016","Delaware","10","1,923","239.3"
"AIDS prevalence","2017","Delaware","10","1,986","244.6"
"AIDS prevalence","2018","Delaware","10","1,978","241.0"
"AIDS prevalence","2019","Delaware","10","2,004","241.3"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Delaware","10","2,039","242.5"
"HIV deaths","2008","Delaware","10","95","13.0"
"HIV deaths","2009","Delaware","10","83","11.3"
"HIV deaths","2010","Delaware","10","77","10.2"
"HIV deaths","2011","Delaware","10","71","9.3"
"HIV deaths","2012","Delaware","10","77","10.0"
"HIV deaths","2013","Delaware","10","72","9.3"
"HIV deaths","2014","Delaware","10","89","11.3"
"HIV deaths","2015","Delaware","10","70","8.8"
"HIV deaths","2016","Delaware","10","56","7.0"
"HIV deaths","2017","Delaware","10","67","8.3"
"HIV deaths","2018","Delaware","10","68","8.3"
"HIV deaths","2019","Delaware","10","77","9.3"
"HIV deaths","2020 (COVID-19 Pandemic)","Delaware","10","62","7.4"
"HIV diagnoses","2008","Delaware","10","153","21.0"
"HIV diagnoses","2009","Delaware","10","150","20.4"
"HIV diagnoses","2010","Delaware","10","123","16.3"
"HIV diagnoses","2011","Delaware","10","113","14.9"
"HIV diagnoses","2012","Delaware","10","136","17.7"
"HIV diagnoses","2013","Delaware","10","110","14.1"
"HIV diagnoses","2014","Delaware","10","114","14.5"
"HIV diagnoses","2015","Delaware","10","104","13.1"
"HIV diagnoses","2016","Delaware","10","111","13.8"
"HIV diagnoses","2017","Delaware","10","125","15.4"
"HIV diagnoses","2018","Delaware","10","91","11.1"
"HIV diagnoses","2019","Delaware","10","94","11.3"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Delaware","10","93","11.1"
"HIV prevalence","2008","Delaware","10","2,625","360.4"
"HIV prevalence","2009","Delaware","10","2,692","365.8"
"HIV prevalence","2010","Delaware","10","2,932","389.4"
"HIV prevalence","2011","Delaware","10","3,029","398.1"
"HIV prevalence","2012","Delaware","10","3,077","400.3"
"HIV prevalence","2013","Delaware","10","3,080","395.9"
"HIV prevalence","2014","Delaware","10","3,050","387.5"
"HIV prevalence","2015","Delaware","10","3,080","386.9"
"HIV prevalence","2016","Delaware","10","3,119","388.1"
"HIV prevalence","2017","Delaware","10","3,259","401.4"
"HIV prevalence","2018","Delaware","10","3,285","400.2"
"HIV prevalence","2019","Delaware","10","3,369","405.6"
"HIV prevalence","2020 (COVID-19 Pandemic)","Delaware","10","3,439","409.0"
"AIDS classifications","2008","District of Columbia","11","471","92.7"
"AIDS classifications","2009","District of Columbia","11","516","100.0"
"AIDS classifications","2010","District of Columbia","11","452","85.1"
"AIDS classifications","2011","District of Columbia","11","348","64.2"
"AIDS classifications","2012","District of Columbia","11","352","63.6"
"AIDS classifications","2013","District of Columbia","11","261","46.2"
"AIDS classifications","2014","District of Columbia","11","204","35.6"
"AIDS classifications","2015","District of Columbia","11","179","30.7"
"AIDS classifications","2016","District of Columbia","11","184","31.1"
"AIDS classifications","2017","District of Columbia","11","139","23.2"
"AIDS classifications","2018","District of Columbia","11","263","43.6"
"AIDS classifications","2019","District of Columbia","11","120","19.8"
"AIDS classifications","2020 (COVID-19 Pandemic)","District of Columbia","11","104","17.0"
"AIDS deaths","2008","District of Columbia","11","271","53.3"
"AIDS deaths","2009","District of Columbia","11","230","44.6"
"AIDS deaths","2010","District of Columbia","11","218","41.1"
"AIDS deaths","2011","District of Columbia","11","229","42.2"
"AIDS deaths","2012","District of Columbia","11","190","34.3"
"AIDS deaths","2013","District of Columbia","11","165","29.2"
"AIDS deaths","2014","District of Columbia","11","173","30.1"
"AIDS deaths","2015","District of Columbia","11","188","32.2"
"AIDS deaths","2016","District of Columbia","11","184","31.1"
"AIDS deaths","2017","District of Columbia","11","161","26.9"
"AIDS deaths","2018","District of Columbia","11","155","25.7"
"AIDS deaths","2019","District of Columbia","11","146","24.1"
"AIDS deaths","2020 (COVID-19 Pandemic)","District of Columbia","11","204","33.4"
"AIDS prevalence","2008","District of Columbia","11","7,482","1472.8"
"AIDS prevalence","2009","District of Columbia","11","7,767","1505.3"
"AIDS prevalence","2010","District of Columbia","11","7,943","1495.9"
"AIDS prevalence","2011","District of Columbia","11","7,885","1453.5"
"AIDS prevalence","2012","District of Columbia","11","8,142","1470.7"
"AIDS prevalence","2013","District of Columbia","11","8,120","1436.9"
"AIDS prevalence","2014","District of Columbia","11","7,656","1334.2"
"AIDS prevalence","2015","District of Columbia","11","7,616","1304.2"
"AIDS prevalence","2016","District of Columbia","11","7,590","1282.2"
"AIDS prevalence","2017","District of Columbia","11","7,495","1252.6"
"AIDS prevalence","2018","District of Columbia","11","7,511","1244.5"
"AIDS prevalence","2019","District of Columbia","11","7,420","1223.4"
"AIDS prevalence","2020 (COVID-19 Pandemic)","District of Columbia","11","7,268","1191.2"
"HIV deaths","2008","District of Columbia","11","305","60.0"
"HIV deaths","2009","District of Columbia","11","286","55.4"
"HIV deaths","2010","District of Columbia","11","253","47.6"
"HIV deaths","2011","District of Columbia","11","280","51.6"
"HIV deaths","2012","District of Columbia","11","227","41.0"
"HIV deaths","2013","District of Columbia","11","200","35.4"
"HIV deaths","2014","District of Columbia","11","212","36.9"
"HIV deaths","2015","District of Columbia","11","251","43.0"
"HIV deaths","2016","District of Columbia","11","234","39.5"
"HIV deaths","2017","District of Columbia","11","233","38.9"
"HIV deaths","2018","District of Columbia","11","202","33.5"
"HIV deaths","2019","District of Columbia","11","201","33.1"
"HIV deaths","2020 (COVID-19 Pandemic)","District of Columbia","11","272","44.6"
"HIV diagnoses","2008","District of Columbia","11","1,029","202.6"
"HIV diagnoses","2009","District of Columbia","11","821","159.1"
"HIV diagnoses","2010","District of Columbia","11","788","148.4"
"HIV diagnoses","2011","District of Columbia","11","632","116.5"
"HIV diagnoses","2012","District of Columbia","11","571","103.1"
"HIV diagnoses","2013","District of Columbia","11","488","86.4"
"HIV diagnoses","2014","District of Columbia","11","412","71.8"
"HIV diagnoses","2015","District of Columbia","11","369","63.2"
"HIV diagnoses","2016","District of Columbia","11","351","59.3"
"HIV diagnoses","2017","District of Columbia","11","316","52.8"
"HIV diagnoses","2018","District of Columbia","11","280","46.4"
"HIV diagnoses","2019","District of Columbia","11","250","41.2"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","197","32.3"
"HIV prevalence","2008","District of Columbia","11","11,948","2351.9"
"HIV prevalence","2009","District of Columbia","11","12,499","2422.3"
"HIV prevalence","2010","District of Columbia","11","13,960","2629.0"
"HIV prevalence","2011","District of Columbia","11","14,037","2587.6"
"HIV prevalence","2012","District of Columbia","11","14,654","2647.0"
"HIV prevalence","2013","District of Columbia","11","14,663","2594.8"
"HIV prevalence","2014","District of Columbia","11","14,122","2461.0"
"HIV prevalence","2015","District of Columbia","11","14,122","2418.3"
"HIV prevalence","2016","District of Columbia","11","14,250","2407.3"
"HIV prevalence","2017","District of Columbia","11","14,168","2367.8"
"HIV prevalence","2018","District of Columbia","11","14,050","2327.9"
"HIV prevalence","2019","District of Columbia","11","14,011","2310.2"
"HIV prevalence","2020 (COVID-19 Pandemic)","District of Columbia","11","13,792","2260.4"
"AIDS classifications","2008","Florida","12","4,068","26.2"
"AIDS classifications","2009","Florida","12","3,803","24.4"
"AIDS classifications","2010","Florida","12","3,134","19.6"
"AIDS classifications","2011","Florida","12","3,004","18.5"
"AIDS classifications","2012","Florida","12","2,934","17.8"
"AIDS classifications","2013","Florida","12","2,853","17.1"
"AIDS classifications","2014","Florida","12","2,336","13.8"
"AIDS classifications","2015","Florida","12","2,169","12.5"
"AIDS classifications","2016","Florida","12","2,232","12.6"
"AIDS classifications","2017","Florida","12","2,176","12.1"
"AIDS classifications","2018","Florida","12","2,063","11.3"
"AIDS classifications","2019","Florida","12","1,999","10.8"
"AIDS classifications","2020 (COVID-19 Pandemic)","Florida","12","1,626","8.7"
"AIDS deaths","2008","Florida","12","2,080","13.4"
"AIDS deaths","2009","Florida","12","1,920","12.3"
"AIDS deaths","2010","Florida","12","1,716","10.7"
"AIDS deaths","2011","Florida","12","1,724","10.6"
"AIDS deaths","2012","Florida","12","1,668","10.1"
"AIDS deaths","2013","Florida","12","1,680","10.1"
"AIDS deaths","2014","Florida","12","1,659","9.8"
"AIDS deaths","2015","Florida","12","1,647","9.5"
"AIDS deaths","2016","Florida","12","1,731","9.8"
"AIDS deaths","2017","Florida","12","1,644","9.1"
"AIDS deaths","2018","Florida","12","1,534","8.4"
"AIDS deaths","2019","Florida","12","1,551","8.4"
"AIDS deaths","2020 (COVID-19 Pandemic)","Florida","12","1,740","9.3"
"AIDS prevalence","2008","Florida","12","48,506","312.8"
"AIDS prevalence","2009","Florida","12","50,412","322.9"
"AIDS prevalence","2010","Florida","12","50,140","313.0"
"AIDS prevalence","2011","Florida","12","51,242","315.9"
"AIDS prevalence","2012","Florida","12","53,796","326.9"
"AIDS prevalence","2013","Florida","12","54,986","329.3"
"AIDS prevalence","2014","Florida","12","56,596","333.4"
"AIDS prevalence","2015","Florida","12","57,661","333.3"
"AIDS prevalence","2016","Florida","12","58,095","329.1"
"AIDS prevalence","2017","Florida","12","58,732","326.8"
"AIDS prevalence","2018","Florida","12","59,058","324.0"
"AIDS prevalence","2019","Florida","12","59,491","322.2"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Florida","12","59,371","317.5"
"HIV deaths","2008","Florida","12","2,415","15.6"
"HIV deaths","2009","Florida","12","2,237","14.3"
"HIV deaths","2010","Florida","12","2,021","12.6"
"HIV deaths","2011","Florida","12","2,011","12.4"
"HIV deaths","2012","Florida","12","1,966","11.9"
"HIV deaths","2013","Florida","12","2,008","12.0"
"HIV deaths","2014","Florida","12","1,970","11.6"
"HIV deaths","2015","Florida","12","1,971","11.4"
"HIV deaths","2016","Florida","12","2,127","12.0"
"HIV deaths","2017","Florida","12","2,045","11.4"
"HIV deaths","2018","Florida","12","1,938","10.6"
"HIV deaths","2019","Florida","12","1,989","10.8"
"HIV deaths","2020 (COVID-19 Pandemic)","Florida","12","2,207","11.8"
"HIV diagnoses","2008","Florida","12","5,762","37.2"
"HIV diagnoses","2009","Florida","12","5,028","32.2"
"HIV diagnoses","2010","Florida","12","4,632","28.9"
"HIV diagnoses","2011","Florida","12","4,568","28.2"
"HIV diagnoses","2012","Florida","12","4,381","26.6"
"HIV diagnoses","2013","Florida","12","4,298","25.7"
"HIV diagnoses","2014","Florida","12","4,478","26.4"
"HIV diagnoses","2015","Florida","12","4,593","26.6"
"HIV diagnoses","2016","Florida","12","4,659","26.4"
"HIV diagnoses","2017","Florida","12","4,558","25.4"
"HIV diagnoses","2018","Florida","12","4,515","24.8"
"HIV diagnoses","2019","Florida","12","4,361","23.6"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Florida","12","3,408","18.2"
"HIV prevalence","2008","Florida","12","84,686","546.0"
"HIV prevalence","2009","Florida","12","87,565","560.8"
"HIV prevalence","2010","Florida","12","87,668","547.3"
"HIV prevalence","2011","Florida","12","89,859","554.0"
"HIV prevalence","2012","Florida","12","94,099","571.9"
"HIV prevalence","2013","Florida","12","96,312","576.8"
"HIV prevalence","2014","Florida","12","100,341","591.1"
"HIV prevalence","2015","Florida","12","104,052","601.5"
"HIV prevalence","2016","Florida","12","106,477","603.2"
"HIV prevalence","2017","Florida","12","109,043","606.8"
"HIV prevalence","2018","Florida","12","111,068","609.3"
"HIV prevalence","2019","Florida","12","113,305","613.7"
"HIV prevalence","2020 (COVID-19 Pandemic)","Florida","12","114,541","612.5"
"AIDS classifications","2008","Georgia","13","2,031","25.9"
"AIDS classifications","2009","Georgia","13","1,867","23.5"
"AIDS classifications","2010","Georgia","13","1,617","20.4"
